query_id,doc_id,page_idx,page_type,query_zh,query_en,query_source,anchor_heading,ocr_text_clean_len,page_score
auto_00024,fr3_operating_manual,15,fact,哪一页介绍了“5 WORKING WITH FRANKA RESEARCH 3”相关内容？,Which page discusses '5 WORKING WITH FRANKA RESEARCH 3'?,fact_heading,5 WORKING WITH FRANKA RESEARCH 3,3430,16.56
auto_00027,fr3_operating_manual,16,fact,"哪一页介绍了“can then be used, for example, to stop t”相关内容？","Which page discusses 'can then be used, for example, to stop t'?",fact_heading,"can then be used, for example, to stop the movement of the robot.",1432,16.0
auto_00029,fr3_operating_manual,27,layout,哪一页展示了“Exiting the Assist Mode:”的图示页面？,Which page visually presents 'Exiting the Assist Mode:'?,layout_heading,Exiting the Assist Mode:,1614,15.68
auto_00036,fr3_operating_manual,33,layout,哪一页展示了“Guiding Mode”的图示页面？,Which page visually presents 'Guiding Mode'?,layout_heading,Guiding Mode,1069,16.16
auto_00041,fr3_operating_manual,37,fact,哪一页包含参数值 1 s？,Which page contains the specification value 1 s?,fact_number_unit,FRANKA UI,1068,15.48
auto_00060,fr3_operating_manual,51,fact,哪一页介绍了“MANAGINGFRANKARESEARCH 3”相关内容？,Which page discusses 'MANAGINGFRANKARESEARCH 3'?,fact_heading,MANAGINGFRANKARESEARCH 3,1500,17.36
auto_00066,fr3_operating_manual,61,layout,哪一页展示了“9.1.10”的图示页面？,Which page visually presents '9.1.10'?,layout_heading,9.1.10,1425,16.88
auto_00069,fr3_operating_manual,62,fact,哪一页介绍了“Estimation of externally applied torques”相关内容？,Which page discusses 'Estimation of externally applied torques'?,fact_heading,Estimation of externally applied torques and forces.,2185,16.08
auto_00072,fr3_operating_manual,67,fact,哪一页介绍了“10.3.3”相关内容？,Which page discusses '10.3.3'?,fact_heading,10.3.3,1440,17.2
auto_00077,fr3_operating_manual,76,fact,哪一页介绍了“depend on previous operation and ambient”相关内容？,Which page discusses 'depend on previous operation and ambient'?,fact_heading,depend on previous operation and ambient temperatures.,2059,16.56
auto_00097,fr3_operating_manual,92,layout,哪一页展示了“Description: Free editable description o”的图示页面？,Which page visually presents 'Description: Free editable description o'?,layout_heading,Description: Free editable description of the end effector,1913,16.959999999999997
auto_00104,fr3_operating_manual,102,layout,哪一页展示了“now displayed in green and shows the val”的图示页面？,Which page visually presents 'now displayed in green and shows the val'?,layout_heading,now displayed in green and shows the validated state.,1914,16.4
auto_00109,fr3_operating_manual,107,fact,哪一页介绍了“SERVICE AND SUPPORT”相关内容？,Which page discusses 'SERVICE AND SUPPORT'?,fact_heading,SERVICE AND SUPPORT,2166,16.88
auto_00116,fr3_product_manual,3,layout,哪一页是工作空间示意图页面？,Which page shows the workspace diagram?,layout_workspace,10.2,1259,17.2
auto_00117,fr3_product_manual,3,layout,哪一页展示了“10.2”的图示页面？,Which page visually presents '10.2'?,layout_heading,10.2,1259,17.2
auto_00121,fr3_product_manual,6,fact,哪一页提到了最大工作半径相关参数？,Which page mentions reach related specifications?,fact_page_lookup,ABOUT FRANKA ROBOTICS,1673,15.84
auto_00123,fr3_product_manual,18,layout,哪一页是工作空间示意图页面？,Which page shows the workspace diagram?,layout_workspace,DANGER,1799,16.16
auto_00124,fr3_product_manual,18,layout,哪一页展示了“DANGER”的图示页面？,Which page visually presents 'DANGER'?,layout_heading,DANGER,1799,16.16
auto_00125,fr3_product_manual,20,layout,哪一页是工作空间示意图页面？,Which page shows the workspace diagram?,layout_workspace,Unexpected motion,1927,16.72
auto_00126,fr3_product_manual,20,layout,哪一页展示了“Unexpected motion”的图示页面？,Which page visually presents 'Unexpected motion'?,layout_heading,Unexpected motion,1927,16.72
auto_00127,fr3_product_manual,21,layout,哪一页是工作空间示意图页面？,Which page shows the workspace diagram?,layout_workspace,Unexpected movement of Arm,1844,17.4
auto_00128,fr3_product_manual,21,layout,哪一页展示了“Unexpected movement of Arm”的图示页面？,Which page visually presents 'Unexpected movement of Arm'?,layout_heading,Unexpected movement of Arm,1844,17.4
auto_00130,fr3_product_manual,22,fact,哪一页提到了最大工作半径相关参数？,Which page mentions reach related specifications?,fact_page_lookup,SAFETY-,1370,17.28
auto_00132,fr3_product_manual,23,layout,哪一页是工作空间示意图页面？,Which page shows the workspace diagram?,layout_workspace,Stopping time and distance,1968,15.92
auto_00133,fr3_product_manual,23,layout,哪一页展示了“Stopping time and distance”的图示页面？,Which page visually presents 'Stopping time and distance'?,layout_heading,Stopping time and distance,1968,15.92
auto_00137,fr3_product_manual,28,fact,哪一页提到了最大工作半径相关参数？,Which page mentions reach related specifications?,fact_page_lookup,4.11 Safety Functionalities,2426,17.4
auto_00146,fr3_product_manual,39,semantic,这页主要讲的是哪方面的组成部件内容？,What components topic is mainly explained on this page?,semantic_topic,Equipment Overview,258,15.76
auto_00152,fr3_product_manual,45,layout,哪一页展示了“Equipment Overview”的图示页面？,Which page visually presents 'Equipment Overview'?,layout_heading,Equipment Overview,836,19.88
auto_00156,fr3_product_manual,49,layout,哪一页是工作空间示意图页面？,Which page shows the workspace diagram?,layout_workspace,TECHNICAL SPECIFICATIONS,1992,23.6
auto_00158,fr3_product_manual,49,layout,哪一页展示了“TECHNICAL SPECIFICATIONS”的图示页面？,Which page visually presents 'TECHNICAL SPECIFICATIONS'?,layout_heading,TECHNICAL SPECIFICATIONS,1992,23.6
auto_00160,fr3_product_manual,50,fact,哪一页提到了接口相关参数？,Which page mentions interface related specifications?,fact_page_lookup,TECHNICAL SPECIFICATIONS,1675,20.03
auto_00162,fr3_product_manual,51,layout,哪一页是工作空间示意图页面？,Which page shows the workspace diagram?,layout_workspace,TECHNICAL SPECIFICATIONS,310,16.64
auto_00164,fr3_product_manual,51,layout,哪一页展示了“TECHNICAL SPECIFICATIONS”的图示页面？,Which page visually presents 'TECHNICAL SPECIFICATIONS'?,layout_heading,TECHNICAL SPECIFICATIONS,310,16.64
auto_00165,fr3_product_manual,53,layout,哪一页是工作空间示意图页面？,Which page shows the workspace diagram?,layout_workspace,TRANSPORT AND HANDLING,1514,16.0
auto_00166,fr3_product_manual,53,layout,哪一页展示了“TRANSPORT AND HANDLING”的图示页面？,Which page visually presents 'TRANSPORT AND HANDLING'?,layout_heading,TRANSPORT AND HANDLING,1514,16.0
auto_00173,fr3_product_manual,62,fact,哪一页介绍了“Adequate ventilation”相关内容？,Which page discusses 'Adequate ventilation'?,fact_heading,Adequate ventilation,1280,16.32
auto_00176,fr3_product_manual,64,fact,哪一页包含参数值 280 Nm？,Which page contains the specification value 280 Nm?,fact_number_unit,Do not install the Arm hanging or on tilted or uneven platforms.,1323,17.68
auto_00178,fr3_product_manual,65,semantic,这页主要讲的是哪方面的组成部件内容？,What components topic is mainly explained on this page?,semantic_topic,"table in chapter 10.4 ""Mounting the Arm"").",1268,18.68
auto_00184,fr3_product_manual,67,fact,哪一页包含参数值 30 Nm？,Which page contains the specification value 30 Nm?,fact_number_unit,MOUNTINGANDINSTALLATION,837,17.4
auto_00187,fr3_product_manual,69,layout,哪一页是工作空间示意图页面？,Which page shows the workspace diagram?,layout_workspace,10.6 Wiring and Electrical Installation,702,16.16
auto_00188,fr3_product_manual,69,layout,哪一页展示了“10.6 Wiring and Electrical Installation”的图示页面？,Which page visually presents '10.6 Wiring and Electrical Installation'?,layout_heading,10.6 Wiring and Electrical Installation,702,16.16
auto_00189,fr3_product_manual,70,layout,哪一页展示了“10.6.1 Connection diagram”的图示页面？,Which page visually presents '10.6.1 Connection diagram'?,layout_heading,10.6.1 Connection diagram,979,20.12
auto_00194,fr3_product_manual,72,fact,哪一页包含参数值 48V？,Which page contains the specification value 48V?,fact_number_unit,X5 - Robot network,1930,18.92
auto_00193,fr3_product_manual,72,fact,哪一页提到了最大工作半径相关参数？,Which page mentions reach related specifications?,fact_page_lookup,X5 - Robot network,1930,18.92
auto_00195,fr3_product_manual,74,navigation,哪一页提到了紧急停止相关条目？,Which page mentions the emergency stop entry?,navigation_emstop,10.6.4 Wiring,1120,16.16
auto_00196,fr3_product_manual,74,navigation,哪一页包含“10.6.4 Wiring”这类导航信息？,Which page contains navigation information about '10.6.4 Wiring'?,navigation_heading,10.6.4 Wiring,1120,16.16
auto_00203,fr3_product_manual,78,layout,哪一页是工作空间示意图页面？,Which page shows the workspace diagram?,layout_workspace,device to the X3 connector.,1438,16.24
auto_00204,fr3_product_manual,78,layout,哪一页展示了“device to the X3 connector.”的图示页面？,Which page visually presents 'device to the X3 connector.'?,layout_heading,device to the X3 connector.,1438,16.24
auto_00205,fr3_product_manual,79,layout,哪一页是工作空间示意图页面？,Which page shows the workspace diagram?,layout_workspace,does not adhere to electrical ratings.,2124,16.6
auto_00206,fr3_product_manual,79,layout,哪一页展示了“does not adhere to electrical ratings.”的图示页面？,Which page visually presents 'does not adhere to electrical ratings.'?,layout_heading,does not adhere to electrical ratings.,2124,16.6
auto_00207,fr3_product_manual,80,navigation,哪一页提到了紧急停止相关条目？,Which page mentions the emergency stop entry?,navigation_emstop,depends on the end effector and includes but is not limited to the following:,1159,16.84
auto_00208,fr3_product_manual,80,navigation,哪一页包含“depends on the end effector and includes”这类导航信息？,Which page contains navigation information about 'depends on the end effector and includes'?,navigation_heading,depends on the end effector and includes but is not limited to the following:,1159,16.84
auto_00209,fr3_product_manual,82,layout,哪一页是工作空间示意图页面？,Which page shows the workspace diagram?,layout_workspace,Fig. 10.27: Design of the workspace,1062,15.92
auto_00210,fr3_product_manual,82,layout,哪一页展示了“Fig. 10.27: Design of the workspace”的图示页面？,Which page visually presents 'Fig. 10.27: Design of the workspace'?,layout_heading,Fig. 10.27: Design of the workspace,1062,15.92
auto_00211,fr3_product_manual,83,navigation,哪一页提到了紧急停止相关条目？,Which page mentions the emergency stop entry?,navigation_emstop,Greatest possible distance to the Arm,719,12.32
auto_00212,fr3_product_manual,83,navigation,哪一页包含“Greatest possible distance to the Arm”这类导航信息？,Which page contains navigation information about 'Greatest possible distance to the Arm'?,navigation_heading,Greatest possible distance to the Arm,719,12.32
auto_00213,fr3_product_manual,85,layout,哪一页是工作空间示意图页面？,Which page shows the workspace diagram?,layout_workspace,10.9 Re-packing the Arm,1779,15.76
auto_00214,fr3_product_manual,85,layout,哪一页展示了“10.9 Re-packing the Arm”的图示页面？,Which page visually presents '10.9 Re-packing the Arm'?,layout_heading,10.9 Re-packing the Arm,1779,15.76
auto_00238,fr3_product_manual,115,layout,哪一页展示了“Safety configuration / Watchman”的图示页面？,Which page visually presents 'Safety configuration / Watchman'?,layout_heading,Safety configuration / Watchman,1870,17.119999999999997
auto_00240,fr3_product_manual,117,semantic,这页主要讲的是哪方面的组成部件内容？,What components topic is mainly explained on this page?,semantic_topic,Safety configuration / Watchman,1978,17.2
auto_00242,fr3_product_manual,118,fact,哪一页提到了最大工作半径相关参数？,Which page mentions reach related specifications?,fact_page_lookup,Safety configuration /Watchman,2769,16.0
auto_00243,fr3_product_manual,118,fact,哪一页介绍了“Safety configuration /Watchman”相关内容？,Which page discusses 'Safety configuration /Watchman'?,fact_heading,Safety configuration /Watchman,2769,16.0
auto_00250,fr3_product_manual,125,fact,哪一页介绍了“Generating forces”相关内容？,Which page discusses 'Generating forces'?,fact_heading,Generating forces,1787,15.76
auto_00253,fr3_product_manual,130,fact,哪一页介绍了“13.3.2 Execution”相关内容？,Which page discusses '13.3.2 Execution'?,fact_heading,13.3.2 Execution,1664,16.56
auto_00254,fr3_product_manual,131,layout,哪一页是工作空间示意图页面？,Which page shows the workspace diagram?,layout_workspace,Dangerous and uncontrolled motions of the Arm,1569,16.48
auto_00255,fr3_product_manual,131,layout,哪一页展示了“Dangerous and uncontrolled motions of th”的图示页面？,Which page visually presents 'Dangerous and uncontrolled motions of th'?,layout_heading,Dangerous and uncontrolled motions of the Arm,1569,16.48
auto_00262,fr3_product_manual,143,layout,哪一页是工作空间示意图页面？,Which page shows the workspace diagram?,layout_workspace,13.6.1 Apps,1830,16.8
auto_00263,fr3_product_manual,143,layout,哪一页展示了“13.6.1 Apps”的图示页面？,Which page visually presents '13.6.1 Apps'?,layout_heading,13.6.1 Apps,1830,16.8
auto_00266,fr3_product_manual,146,fact,哪一页包含参数值 0 mm？,Which page contains the specification value 0 mm?,fact_number_unit,PICK,1316,17.56
auto_00265,fr3_product_manual,146,fact,哪一页提到了最大工作半径相关参数？,Which page mentions reach related specifications?,fact_page_lookup,PICK,1316,17.56
auto_00268,fr3_product_manual,150,fact,哪一页提到了最大工作半径相关参数？,Which page mentions reach related specifications?,fact_page_lookup,13.6.9 Guiding,912,16.36
auto_00273,fr3_product_manual,153,layout,哪一页展示了“13.7 Franka Control Interface (FCl)”的图示页面？,Which page visually presents '13.7 Franka Control Interface (FCl)'?,layout_heading,13.7 Franka Control Interface (FCl),1757,16.24
auto_00279,fr3_product_manual,168,fact,哪一页提到了最大工作半径相关参数？,Which page mentions reach related specifications?,fact_page_lookup,MANAGING FRANKA RESEARCH 3,1712,17.599999999999998
auto_00280,fr3_product_manual,168,fact,哪一页介绍了“MANAGING FRANKA RESEARCH 3”相关内容？,Which page discusses 'MANAGING FRANKA RESEARCH 3'?,fact_heading,MANAGING FRANKA RESEARCH 3,1712,17.599999999999998
auto_00282,fr3_product_manual,170,semantic,这页主要讲的是哪方面的组成部件内容？,What components topic is mainly explained on this page?,semantic_topic,MAINTENANCEANDDISPOSAL,2153,17.2
auto_00284,fr3_product_manual,172,fact,哪一页提到了最大工作半径相关参数？,Which page mentions reach related specifications?,fact_page_lookup,SERVICE AND SUPPORT,2170,16.96
auto_00285,fr3_product_manual,172,fact,哪一页介绍了“SERVICE AND SUPPORT”相关内容？,Which page discusses 'SERVICE AND SUPPORT'?,fact_heading,SERVICE AND SUPPORT,2170,16.96
auto_00292,fr3_product_manual,196,fact,哪一页包含参数值 42 ms？,Which page contains the specification value 42 ms?,fact_number_unit,17.4 Response times,1073,19.16
auto_00295,fr3_product_manual,199,layout,哪一页是工作空间示意图页面？,Which page shows the workspace diagram?,layout_workspace,GLOSSARY,3271,15.78
auto_00296,fr3_product_manual,199,layout,哪一页展示了“GLOSSARY”的图示页面？,Which page visually presents 'GLOSSARY'?,layout_heading,GLOSSARY,3271,15.78
auto_00298,fr3_product_manual,203,fact,哪一页提到了接口相关参数？,Which page mentions interface related specifications?,fact_page_lookup,INDEX,1534,15.7
auto_00300,fr3_product_manual,205,layout,哪一页是工作空间示意图页面？,Which page shows the workspace diagram?,layout_workspace,TABLE OF FIGURES,2828,16.5
auto_00302,fr3_product_manual,205,layout,哪一页展示了“TABLE OF FIGURES”的图示页面？,Which page visually presents 'TABLE OF FIGURES'?,layout_heading,TABLE OF FIGURES,2828,16.5
auto_00304,fr3_product_manual,206,fact,哪一页提到了最大工作半径相关参数？,Which page mentions reach related specifications?,fact_page_lookup,TABLE OF FIGURES,2990,17.599999999999998
auto_00305,fr3_product_manual,206,fact,哪一页介绍了“TABLE OF FIGURES”相关内容？,Which page discusses 'TABLE OF FIGURES'?,fact_heading,TABLE OF FIGURES,2990,17.599999999999998
auto_00307,intel_realsense_d400_datasheet,2,layout,哪一页展示了“Description and Features”的图示页面？,Which page visually presents 'Description and Features'?,layout_heading,Description and Features,1735,15.7
auto_00309,intel_realsense_d400_datasheet,3,layout,哪一页展示了“(intel)”的图示页面？,Which page visually presents '(intel)'?,layout_heading,(intel),1724,17.2
auto_00310,intel_realsense_d400_datasheet,5,layout,哪一页展示了“(intel)”的图示页面？,Which page visually presents '(intel)'?,layout_heading,(intel),2958,17.2
auto_00313,intel_realsense_d400_datasheet,6,layout,哪一页展示了“Description and Features”的图示页面？,Which page visually presents 'Description and Features'?,layout_heading,Description and Features,2833,19.0
auto_00316,intel_realsense_d400_datasheet,7,layout,哪一页展示了“(intel)”的图示页面？,Which page visually presents '(intel)'?,layout_heading,(intel),2519,17.2
auto_00320,intel_realsense_d400_datasheet,9,fact,哪一页提到了传感器相关参数？,Which page mentions sensor related specifications?,fact_page_lookup,(intel),716,19.2
auto_00321,intel_realsense_d400_datasheet,9,fact,哪一页介绍了“(intel)”相关内容？,Which page discusses '(intel)'?,fact_heading,(intel),716,19.2
auto_00324,intel_realsense_d400_datasheet,10,fact,哪一页包含参数值 0.3m？,Which page contains the specification value 0.3m?,fact_number_unit,Description and Features,2075,19.52
auto_00322,intel_realsense_d400_datasheet,10,fact,这页中关于自由度的参数是什么？,What specification about degrees of freedom is given on this page?,fact_keyword,Description and Features,2075,19.52
auto_00323,intel_realsense_d400_datasheet,10,fact,哪一页提到了自由度相关参数？,Which page mentions degrees of freedom related specifications?,fact_page_lookup,Description and Features,2075,19.52
auto_00325,intel_realsense_d400_datasheet,11,fact,这页中关于自由度的参数是什么？,What specification about degrees of freedom is given on this page?,fact_keyword,Introduction,2096,15.92
auto_00326,intel_realsense_d400_datasheet,11,fact,哪一页提到了自由度相关参数？,Which page mentions degrees of freedom related specifications?,fact_page_lookup,Introduction,2096,15.92
auto_00330,intel_realsense_d400_datasheet,12,fact,哪一页包含参数值 20 mm？,Which page contains the specification value 20 mm?,fact_number_unit,Introduction,2508,17.04
auto_00328,intel_realsense_d400_datasheet,12,fact,这页中关于接口的参数是什么？,What specification about interface is given on this page?,fact_keyword,Introduction,2508,17.04
auto_00333,intel_realsense_d400_datasheet,17,fact,哪一页包含参数值 28nm？,Which page contains the specification value 28nm?,fact_number_unit,Vision Processor D4 Camera System Components,1577,17.799999999999997
auto_00338,intel_realsense_d400_datasheet,22,fact,哪一页包含参数值 0.9V？,Which page contains the specification value 0.9V?,fact_number_unit,(intel,975,15.76
auto_00345,intel_realsense_d400_datasheet,31,fact,哪一页介绍了“Temperature (Short”相关内容？,Which page discusses 'Temperature (Short'?,fact_heading,Temperature (Short,1694,17.119999999999997
auto_00348,intel_realsense_d400_datasheet,32,fact,哪一页包含参数值 55mm？,Which page contains the specification value 55mm?,fact_number_unit,Other Components,829,18.000000000000004
auto_00353,intel_realsense_d400_datasheet,34,fact,哪一页包含参数值 1.93mm？,Which page contains the specification value 1.93mm?,fact_number_unit,Camera Sensor Properties,1283,17.5
auto_00356,intel_realsense_d400_datasheet,35,fact,哪一页包含参数值 4.25W？,Which page contains the specification value 4.25W?,fact_number_unit,Properties,1115,15.7
auto_00358,intel_realsense_d400_datasheet,36,layout,哪一页展示了“3.6.4”的图示页面？,Which page visually presents '3.6.4'?,layout_heading,3.6.4,1033,16.8
auto_00361,intel_realsense_d400_datasheet,37,fact,哪一页介绍了“(intel”相关内容？,Which page discusses '(intel'?,fact_heading,(intel,1657,17.36
auto_00363,intel_realsense_d400_datasheet,39,layout,哪一页展示了“Table 3-26. Intel® RealSense Depth Modul”的图示页面？,Which page visually presents 'Table 3-26. Intel® RealSense Depth Modul'?,layout_heading,Table 3-26. Intel® RealSense Depth Module D430 Mechanical Dimensions,993,19.0
auto_00366,intel_realsense_d400_datasheet,40,fact,哪一页介绍了“Intel® RealSense Vision Processor D4 Boa”相关内容？,Which page discusses 'Intel® RealSense Vision Processor D4 Boa'?,fact_heading,Intel® RealSense Vision Processor D4 Board,1123,16.64
auto_00367,intel_realsense_d400_datasheet,41,layout,哪一页包含尺寸图或尺寸示意？,Which page contains the dimensions diagram?,layout_dimensions,3.7.1,942,17.799999999999997
auto_00368,intel_realsense_d400_datasheet,41,layout,哪一页展示了“3.7.1”的图示页面？,Which page visually presents '3.7.1'?,layout_heading,3.7.1,942,17.799999999999997
auto_00369,intel_realsense_d400_datasheet,46,layout,哪一页展示了“(0) +44 (0) 1444 461620”的图示页面？,Which page visually presents '(0) +44 (0) 1444 461620'?,layout_heading,(0) +44 (0) 1444 461620,1189,18.4
auto_00374,intel_realsense_d400_datasheet,48,fact,哪一页包含参数值 1M？,Which page contains the specification value 1M?,fact_number_unit,(intel REALSENSE,1547,19.36
auto_00376,intel_realsense_d400_datasheet,50,layout,哪一页展示了“Figure 3-14. Intel® RealSense Depth Came”的图示页面？,Which page visually presents 'Figure 3-14. Intel® RealSense Depth Came'?,layout_heading,Figure 3-14. Intel® RealSense Depth Camera D435/D435i,795,17.200000000000003
auto_00377,intel_realsense_d400_datasheet,59,fact,哪一页介绍了“Minimum-Z Depth”相关内容？,Which page discusses 'Minimum-Z Depth'?,fact_heading,Minimum-Z Depth,1226,15.44
auto_00380,intel_realsense_d400_datasheet,67,fact,哪一页包含参数值 4g？,Which page contains the specification value 4g?,fact_number_unit,Control,809,17.84
auto_00378,intel_realsense_d400_datasheet,67,fact,这页中关于自由度的参数是什么？,What specification about degrees of freedom is given on this page?,fact_keyword,Control,809,17.84
auto_00379,intel_realsense_d400_datasheet,67,fact,哪一页提到了自由度相关参数？,Which page mentions degrees of freedom related specifications?,fact_page_lookup,Control,809,17.84
auto_00381,intel_realsense_d400_datasheet,70,layout,哪一页展示了“The small size of the stereo depth modul”的图示页面？,Which page visually presents 'The small size of the stereo depth modul'?,layout_heading,The small size of the stereo depth module and the separate placement of Vision,1372,16.48
auto_00386,intel_realsense_d400_datasheet,73,layout,哪一页展示了“Vision Processor D4 Board for Integrated”的图示页面？,Which page visually presents 'Vision Processor D4 Board for Integrated'?,layout_heading,Vision Processor D4 Board for Integrated,1090,18.4
auto_00391,intel_realsense_d400_datasheet,76,fact,哪一页介绍了“Table 7-7. Vision Processor D4 Board - C”相关内容？,Which page discusses 'Table 7-7. Vision Processor D4 Board - C'?,fact_heading,Table 7-7. Vision Processor D4 Board - Component Power and TDP at Max Operating,885,17.2
auto_00392,intel_realsense_d400_datasheet,77,fact,这页中关于力矩的参数是什么？,What specification about torque is given on this page?,fact_keyword,the thermocouple test location is any point on bottom metal stiffener,1610,16.4
auto_00394,intel_realsense_d400_datasheet,77,fact,哪一页介绍了“the thermocouple test location is any po”相关内容？,Which page discusses 'the thermocouple test location is any po'?,fact_heading,the thermocouple test location is any point on bottom metal stiffener,1610,16.4
auto_00399,intel_realsense_d400_datasheet,81,fact,哪一页包含参数值 850nm？,Which page contains the specification value 850nm?,fact_number_unit,should be used.,1999,18.0
auto_00400,intel_realsense_d400_datasheet,84,layout,哪一页展示了“Figure 7-16. Firmware Recovery Sequence”的图示页面？,Which page visually presents 'Figure 7-16. Firmware Recovery Sequence'?,layout_heading,Figure 7-16. Firmware Recovery Sequence,1150,16.919999999999998
auto_00403,intel_realsense_d400_datasheet,93,fact,这页中关于接口的参数是什么？,What specification about interface is given on this page?,fact_keyword,Platform Design Guidelines,1992,17.96
auto_00405,intel_realsense_d400_datasheet,93,fact,哪一页介绍了“Platform Design Guidelines”相关内容？,Which page discusses 'Platform Design Guidelines'?,fact_heading,Platform Design Guidelines,1992,17.96
auto_00407,intel_realsense_d400_datasheet,103,layout,哪一页展示了“Mechanical Drawings”的图示页面？,Which page visually presents 'Mechanical Drawings'?,layout_heading,Mechanical Drawings,527,15.4
auto_00411,intel_realsense_d400_datasheet,112,layout,哪一页展示了“Connection”的图示页面？,Which page visually presents 'Connection'?,layout_heading,Connection,1604,16.6
auto_00413,intel_realsense_d400_datasheet,115,layout,哪一页展示了“Figure 12-1. Vision Processor D4 Laser P”的图示页面？,Which page visually presents 'Figure 12-1. Vision Processor D4 Laser P'?,layout_heading,Figure 12-1. Vision Processor D4 Laser PWM Reference Platform Schematic,745,17.44
auto_00415,intel_realsense_d400_datasheet,117,layout,哪一页展示了“Figure 12-4. Vision Processor D4 VDD_PG ”的图示页面？,Which page visually presents 'Figure 12-4. Vision Processor D4 VDD_PG '?,layout_heading,Figure 12-4. Vision Processor D4 VDD_PG and AVDD Reference Platform Schematic,507,15.04
auto_00418,intel_realsense_d400_datasheet,118,fact,哪一页包含参数值 0.005mm？,Which page contains the specification value 0.005mm?,fact_number_unit,Appendix B- Cover Material,879,15.12
auto_00419,kinova_gen3_user_guide,2,layout,哪一页是工作空间示意图页面？,Which page shows the workspace diagram?,layout_workspace,Home and retract positions.,1739,17.2
auto_00420,kinova_gen3_user_guide,2,layout,哪一页包含尺寸图或尺寸示意？,Which page contains the dimensions diagram?,layout_dimensions,Home and retract positions.,1739,17.2
auto_00421,kinova_gen3_user_guide,2,layout,哪一页包含结构/原理示意图？,Which page contains the schematic diagram?,layout_schematic,Home and retract positions.,1739,17.2
auto_00422,kinova_gen3_user_guide,3,semantic,哪一页介绍了安全说明相关内容？,Which page describes safety related information?,semantic_keyword,Low-level control implementation,1167,17.2
